area_type,area,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28
sla,N.07 Langkap,0.037,0.211,0.133,-0.896,0.215,0.141,-0.77,-0.666,0.019,0.05,0.059,-0.012,0.097,0.043,-0.028,-0.016,-0.042,0.032,0.042,-0.012,-0.1,0.0,-0.022,-0.975,0.01,0.091,0.07,0.068
sla,N.08 Batu Rakit,-0.159,0.022,0.105,0.027,-0.026,0.082,-0.468,0.001,0.06,0.069,0.065,0.007,0.068,-0.152,0.028,0.034,0.041,0.057,-0.249,0.017,-0.041,0.0,-0.011,-0.975,-0.009,-0.01,-0.9,0.084
sla,N.09 Tepuh,0.004,0.016,0.041,-0.531,0.081,0.037,-0.456,-0.1,0.165,-0.021,0.059,0.007,-0.025,-0.291,0.2,0.146,-0.121,-0.574,0.084,-0.216,0.079,0.0,-0.075,-0.975,-0.439,-0.221,-0.034,0.006
sla,N.10 Buluh Gading,-0.446,-0.276,-0.379,0.01,-0.125,-0.094,-0.19,0.009,0.056,0.07,0.062,0.004,0.091,-0.029,0.032,0.062,-0.032,0.024,0.098,-0.305,-0.076,0.0,-0.011,-0.975,-0.245,-0.298,-0.9,0.018
sla,N.11 Seberang Takir,-0.653,-0.642,-0.825,0.06,-0.679,-0.676,0.093,0.075,0.184,0.045,0.063,0.012,0.021,-0.362,0.17,0.116,-0.169,-0.129,-0.077,-0.249,0.049,0.0,0.0,-0.975,0.005,-0.307,-0.9,-0.064
sla,N.12 Bukit Tunggal,-0.701,-0.541,-0.763,0.253,-0.619,-0.703,0.077,0.075,0.038,0.064,0.063,0.004,0.059,-0.102,0.143,0.084,-0.135,-0.875,0.147,-0.289,-0.037,0.0,0.0,-0.975,0.048,-0.452,-0.9,-0.111
sla,N.13 Wakaf Mempelam,-0.666,-0.605,-0.784,0.116,-0.601,-0.698,0.071,0.079,0.128,0.043,0.053,-0.015,0.048,0.029,0.125,0.138,-0.214,-0.545,0.007,-0.157,-0.051,0.0,-0.008,0.018,-0.226,-0.27,-0.9,-0.186
sla,N.14 Bandar,-0.732,-0.59,-0.71,0.197,-0.77,-0.829,0.216,0.142,0.028,-0.114,0.067,0.006,-0.051,0.025,0.046,0.025,-0.23,-0.488,-0.115,-0.143,0.022,0.0,-0.04,-0.975,0.184,-0.152,0.121,0.43
sla,N.15 Ladang,-0.715,-0.283,-0.544,-0.629,-0.64,-0.797,0.148,0.125,0.151,-0.243,0.045,-0.06,-0.176,0.02,0.072,0.085,-0.111,-0.359,0.021,-0.082,0.101,0.0,0.0,0.075,0.053,0.051,0.167,0.027
sla,N.16 Batu Buruk,-0.653,-0.289,-0.226,0.036,-0.629,-0.759,0.087,0.085,0.094,-0.024,0.062,0.005,0.024,0.005,0.07,0.104,-0.135,-0.316,0.16,-0.092,-0.02,0.0,-0.022,0.036,0.006,-0.196,-0.9,0.051
sla,N.17 Alur Limbat,-0.472,-0.582,-0.795,0.036,-0.216,-0.188,-0.015,0.021,0.067,0.091,0.061,0.002,0.083,-0.09,0.131,0.147,0.02,0.021,-0.422,-0.287,-0.061,0.0,-0.054,-0.975,-0.39,-0.328,-0.9,0.052
sla,N.18 Bukit Payung,-0.596,-0.296,-0.527,-0.837,-0.458,-0.651,0.029,0.036,0.094,0.047,0.059,0.002,0.101,-0.138,0.05,0.067,-0.084,0.007,-0.383,-0.202,-0.072,0.0,0.0,-0.975,-0.099,-0.378,-0.9,0.036
sla,N.19 Ru Rendang,-0.181,-0.095,0.007,0.039,-0.223,-0.025,-0.408,0.003,0.069,0.055,0.068,0.01,0.094,-0.152,0.047,0.043,-0.137,0.026,-0.057,-0.282,-0.064,0.0,-0.004,-0.975,-0.011,-0.215,0.088,0.064
sla,N.20 Pengkalan Berangan,0.025,0.026,0.057,-0.399,0.089,0.156,-0.669,-0.509,-0.009,0.027,0.065,0.002,0.077,-0.138,0.005,0.025,-0.161,0.001,0.042,-0.181,-0.049,0.0,-0.037,-0.975,0.007,0.0,0.009,0.095
sla,N.21 Telemung,0.242,0.286,0.034,0.2,0.281,-0.467,0.005,-0.758,-0.031,0.017,0.075,0.01,0.014,0.087,-0.056,-0.157,-0.208,0.033,-0.345,-0.193,-0.041,0.0,0.0,-0.975,0.007,0.131,0.084,0.174
sla,N.22 Manir,-0.613,-0.629,-0.804,0.086,-0.21,-0.249,0.0,0.018,0.056,0.07,0.062,0.005,0.065,0.009,0.057,0.07,-0.082,0.017,0.105,-0.287,-0.059,0.0,-0.009,-0.975,-0.019,-0.183,-0.9,0.062
sla,N.23 Kuala Berang,-0.225,-0.299,-0.283,0.045,-0.044,0.048,-0.478,-0.105,-0.067,0.041,0.083,0.014,0.028,-0.008,-0.079,0.056,0.085,0.03,0.153,-0.249,-0.018,0.0,-0.006,0.033,0.025,0.055,0.172,0.179
sla,N.24 Ajil,0.032,0.237,0.134,-0.937,0.29,0.129,-0.74,-0.638,-0.058,0.043,0.075,0.007,0.059,-0.022,0.06,0.045,-0.179,-0.244,-0.326,-0.228,-0.049,0.0,-0.011,-0.975,0.033,0.044,-0.9,0.167
sla,N.25 Bukit Besi,0.149,0.29,0.113,-0.656,0.408,-0.14,-0.805,-0.746,-0.059,-0.039,0.078,0.01,0.023,-0.119,-0.036,-0.031,-0.269,0.016,-0.134,-0.305,0.0,0.0,-0.039,-0.975,0.025,0.062,0.081,0.078
sla,N.26 Rantau Abang,0.006,-0.023,0.022,0.025,0.09,0.065,-0.608,-0.25,0.036,0.025,0.067,0.007,0.098,-0.273,0.082,0.075,0.024,0.001,-0.268,-0.195,-0.053,0.0,-0.04,-0.975,-0.364,-0.084,0.007,0.139
sla,N.27 Sura,-0.675,0.003,0.045,0.114,-0.595,-0.706,0.067,0.079,0.241,-0.082,0.054,0.004,0.02,-0.301,0.237,0.147,-0.037,-0.172,0.028,-0.24,0.038,0.0,0.0,0.021,0.025,-0.063,0.022,0.001
sla,N.28 Paka,0.014,0.043,0.031,0.003,0.193,0.173,-0.138,-0.258,-0.042,0.077,0.07,0.003,0.127,-0.375,0.087,0.134,-0.037,-0.301,0.035,-0.249,-0.066,0.0,0.0,-0.975,-0.357,-0.236,-0.169,-0.022
sla,N.29 Kemasik,0.011,0.079,0.053,-0.409,0.096,0.121,0.004,-0.398,0.071,-0.006,0.057,-0.006,0.158,-0.332,0.177,0.152,0.157,-0.043,-0.077,-0.052,-0.098,0.0,0.0,-0.975,0.002,-0.179,0.015,0.045
sla,N.30 Kijal,0.03,0.07,0.055,-0.082,0.128,0.24,-0.61,-0.481,-0.094,0.021,0.067,-0.031,0.127,-0.537,0.176,0.098,-0.203,-0.445,-0.057,-0.002,-0.045,0.0,0.0,-0.975,-0.351,-0.373,-0.9,-0.119
sla,N.31 Cukai,-0.472,-0.185,-0.427,0.087,-0.178,0.009,0.052,0.025,0.007,0.038,0.058,-0.023,0.151,-0.435,0.146,0.096,-0.174,-0.258,0.021,0.0,-0.08,0.0,0.0,0.011,0.075,-0.316,0.117,0.144
sla,N.23 Air Putih,-0.626,0.126,0.252,-0.612,0.259,-0.763,-0.431,0.012,0.096,-0.6,0.7,0.675,-0.095,0.154,0.261,0.265,-0.077,-0.875,-0.287,0.084,-0.016,0.0,0.0,-0.975,0.02,-0.458,-0.9,-0.492
sla,N.32 Air Putih,0.113,0.246,0.157,-0.73,0.276,0.077,-0.755,-0.631,-0.04,0.024,0.063,-0.021,0.138,-0.394,0.122,0.091,-0.09,-0.186,-0.192,0.0,-0.074,0.0,-0.004,-0.975,-0.289,-0.307,-0.34,-0.274
sla,N.01 Penaga,-0.582,-0.634,-0.853,0.085,-0.685,-0.766,0.016,0.022,0.08,0.015,-0.237,0.018,0.047,-0.129,0.069,0.006,-0.211,0.015,0.042,-0.153,-0.023,0.0,0.0,-0.975,0.01,-0.048,-0.9,0.105
sla,N.02 Bertam,-0.649,-0.657,-0.853,0.005,-0.655,-0.763,0.049,0.038,-0.073,-0.028,-0.23,0.008,-0.062,-0.111,0.082,-0.089,-0.071,-0.588,-0.057,-0.075,0.065,0.0,0.0,0.034,0.026,0.027,0.298,-0.224
sla,N.03 Pinang Tunggal,-0.424,-0.634,-0.796,0.02,-0.351,-0.035,0.039,0.028,0.029,0.008,-0.249,0.013,0.025,-0.423,0.077,0.036,0.013,-0.086,-0.115,-0.026,0.054,0.0,-0.002,-0.975,-0.069,-0.196,-0.236,-0.448
sla,N.04 Permatang Berangan,-0.507,-0.51,-0.803,-0.613,-0.331,0.017,0.004,0.021,0.01,0.082,-0.231,0.015,0.008,-0.201,0.109,-0.036,-0.111,-0.545,0.042,-0.04,0.035,0.0,-0.011,-0.975,-0.084,-0.343,0.012,-0.441
sla,N.05 Sungai Dua,-0.6,-0.644,-0.872,-0.044,-0.653,-0.747,0.039,0.039,0.082,-0.004,-0.238,0.018,0.037,-0.069,0.078,0.024,-0.113,-0.574,-0.057,0.003,-0.02,0.0,0.0,-0.975,-0.037,-0.385,-0.9,-0.477
sla,N.06 Telok Ayer Tawar,-0.675,-0.647,-0.865,0.125,-0.75,-0.84,0.046,0.066,0.046,-0.064,-0.254,0.012,-0.115,-0.05,0.056,-0.06,0.087,0.026,-0.383,-0.186,0.084,0.0,0.0,-0.975,0.02,0.001,-0.9,-0.463
sla,N.07 Sungai Puyu,-0.724,-0.629,-0.853,0.043,-0.736,-0.767,0.122,0.319,0.056,-0.043,-0.27,0.009,-0.225,0.023,0.097,-0.002,-0.066,-0.115,0.007,-0.085,0.125,0.0,0.0,-0.975,-0.131,-0.599,-0.046,-0.419
sla,N.08 Bagan Jermal,-0.728,-0.621,-0.827,0.07,-0.771,-0.756,0.199,0.256,0.285,-0.036,-0.333,0.008,-0.205,0.028,0.021,0.043,0.118,-0.559,-0.057,-0.031,0.112,0.0,0.0,-0.975,0.038,-0.002,0.024,-0.524
sla,N.09 Bagan Dalam,-0.724,-0.639,-0.84,0.175,-0.74,-0.788,0.19,0.182,0.013,-0.058,-0.246,0.012,-0.13,-0.297,0.073,0.114,0.076,-0.689,-0.307,-0.106,0.144,0.0,0.0,0.028,0.071,-0.253,-0.9,0.011
sla,N.10 Seberang Jaya,-0.657,-0.616,-0.843,0.008,-0.777,-0.806,0.082,0.188,-0.044,-0.034,-0.252,0.006,-0.199,-0.365,0.07,0.02,0.005,-0.359,0.021,-0.042,0.204,0.0,0.0,0.025,-0.054,-0.463,0.0,-0.485
sla,N.11 Permatang Pasir,-0.626,-0.515,-0.56,0.0,-0.657,-0.676,0.06,0.044,0.079,0.005,-0.242,0.017,-0.089,-0.128,-0.161,-0.002,0.13,0.104,0.098,-0.094,0.084,0.0,0.0,0.088,0.027,-0.226,-0.9,0.149
sla,N.12 Penanti,-0.547,-0.237,0.002,0.078,-0.415,-0.132,0.005,0.02,0.115,0.015,-0.252,0.017,-0.06,-0.09,0.037,-0.144,0.013,0.005,0.035,-0.132,0.06,0.0,0.0,-0.975,-0.461,0.003,-0.9,-0.524
sla,N.13 Berapit,-0.728,-0.35,0.066,-1.0,-0.627,-0.695,0.122,0.208,-0.097,0.047,-0.239,0.004,-0.316,-0.019,0.176,0.176,0.077,-0.875,-0.249,0.16,0.207,0.0,-0.009,0.029,0.074,0.01,-0.9,-0.481
sla,N.14 Machang Bubuk,-0.481,0.064,0.094,0.012,-0.265,-0.257,0.02,0.06,-0.053,-0.018,-0.219,0.012,-0.205,-0.22,0.082,0.082,0.01,-0.674,-0.307,0.078,0.174,0.0,0.0,-0.975,-0.198,-0.342,-0.9,-0.493
sla,N.15 Padang Lalang,-0.71,-0.569,-0.562,-0.26,-0.689,-0.636,0.141,0.174,0.073,-0.044,-0.237,0.018,-0.201,0.047,0.131,0.05,0.02,-0.602,-0.422,0.053,0.098,0.0,0.0,0.074,0.091,-0.218,0.012,-0.381
sla,N.16 Perai,-0.706,-0.598,-0.848,0.097,-0.764,-0.826,0.14,0.101,-0.13,-0.0,-0.164,0.014,-0.257,-0.288,0.071,0.128,0.037,-0.875,0.021,0.196,0.226,0.0,0.0,-0.975,0.106,-0.02,0.05,-0.32
sla,N.17 Bukit Tengah,-0.525,-0.162,-0.029,0.031,-0.551,-0.521,0.102,0.057,-0.17,0.092,-0.205,0.001,-0.376,-0.424,0.121,0.136,0.015,-0.875,-0.23,0.305,0.346,0.0,0.0,-0.975,0.026,-0.403,-0.9,-0.505
sla,N.18 Bukit Tambun,-0.463,-0.064,-0.74,0.027,-0.277,-0.137,0.205,0.032,0.36,-0.038,-0.4,-0.033,-0.25,-0.428,0.115,0.065,-0.037,-0.703,0.035,0.255,0.256,0.0,0.0,-0.975,0.036,-0.218,0.033,-0.41
sla,N.19 Jawi,-0.507,-0.52,-0.794,0.034,-0.267,-0.197,0.01,0.02,-0.032,-0.153,-0.202,0.017,-0.193,-0.239,0.067,0.02,-0.079,-0.832,-0.307,0.274,0.174,0.0,0.0,0.019,0.03,0.027,0.098,0.052
sla,N.20 Sungai Bakap,-0.384,0.033,0.009,-0.811,-0.114,0.058,0.007,0.02,-0.04,-0.125,-0.208,0.015,-0.107,-0.44,0.062,0.027,-0.09,-0.459,-0.268,0.322,0.161,0.0,0.0,-0.975,-0.073,-0.264,-0.9,-0.289
sla,N.21 Sungai Acheh,-0.587,-0.654,-0.867,0.05,-0.569,-0.586,0.048,0.023,0.024,-0.18,-0.265,0.008,-0.189,-0.158,0.154,0.019,-0.021,-0.1,0.105,0.271,0.152,0.0,0.0,-0.975,-0.055,0.004,0.045,-0.358
sla,N.22 Tanjong Bunga,-0.671,0.074,0.136,-0.633,-0.105,-0.688,0.017,0.106,0.096,-0.228,-0.254,0.015,-0.265,0.072,0.192,0.193,-0.024,-0.875,-0.134,-0.068,0.12,0.0,0.0,0.036,-0.037,-0.261,-0.9,-0.348
sla,N.24 Kebun Bunga,-0.706,0.065,0.205,-0.932,-0.117,-0.702,0.073,0.109,0.185,-0.245,-0.265,0.018,-0.264,0.157,0.015,-0.045,0.048,-0.875,0.07,0.073,0.071,0.0,0.0,-0.975,-0.51,-0.373,-0.9,-0.312
sla,N.25 Pulau Tikus,-0.728,-0.474,-0.183,-0.969,-0.771,-0.846,0.146,0.246,0.13,-0.2,-0.359,-0.032,-0.236,0.047,0.362,0.497,0.151,-0.875,-0.172,0.025,0.12,0.0,0.0,0.126,0.139,0.024,-0.9,0.021
sla,N.26 Padang Kota,-0.741,-0.603,-0.744,-0.01,-0.796,-0.848,0.157,0.08,-0.329,-0.142,-0.255,-0.185,-0.495,0.093,0.11,0.126,-0.28,-0.875,-0.096,-0.016,0.259,0.0,0.0,0.95,0.825,0.875,-0.9,0.147
sla,N.27 Pengkalan Kota,-0.75,-0.59,-0.806,-0.051,-0.8,-0.85,0.186,0.975,-0.194,-0.109,-0.289,-0.099,-0.44,0.058,0.067,0.072,-0.034,-0.689,0.014,0.008,0.248,0.0,0.0,-0.975,0.005,-0.076,0.08,-0.31
sla,N.28 Komtar,-0.746,-0.58,-0.925,-0.742,-0.798,-0.85,0.232,0.172,-0.424,-0.113,-0.31,-0.281,-0.55,-0.052,0.203,0.17,0.059,-0.545,-0.172,0.078,0.384,0.0,0.0,0.134,0.401,0.088,-0.9,0.097
sla,N.29 Datok Keramat,-0.741,-0.618,-0.711,-1.0,-0.761,-0.837,0.165,0.352,0.06,-0.179,-0.261,0.012,-0.118,0.116,0.166,0.047,0.011,-0.115,0.223,0.064,0.011,0.0,0.0,0.183,0.025,0.045,0.066,-0.143
sla,N.30 Sungai Pinang,-0.737,-0.587,-0.696,0.121,-0.787,-0.792,0.167,0.637,0.184,-0.076,-0.264,0.019,-0.042,-0.076,0.195,0.121,-0.277,-0.875,-0.096,0.053,0.049,0.0,0.0,-0.975,-0.276,-0.573,-0.139,-0.512
sla,N.31 Batu Lancang,-0.741,-0.58,-0.338,-1.0,-0.783,-0.85,0.181,0.533,0.101,-0.165,-0.238,0.019,-0.217,0.172,0.176,0.166,-0.148,-0.875,0.0,0.02,0.035,0.0,0.0,0.054,0.065,-0.11,-0.9,-0.569
sla,N.32 Seri Delima,-0.732,-0.124,0.03,-0.05,-0.663,-0.783,0.109,0.344,0.023,-0.189,-0.252,0.012,-0.174,0.039,0.232,0.216,-0.061,-0.875,0.035,-0.033,0.087,0.0,0.0,0.018,0.007,-0.45,-0.9,-0.468
sla,N.33 Air Itam,-0.741,-0.353,0.051,-1.0,-0.76,-0.815,0.106,0.42,0.032,-0.093,-0.281,0.007,-0.104,0.035,0.07,0.061,-0.05,-0.689,-0.287,-0.005,0.046,0.0,0.0,0.03,0.011,0.031,-0.9,-0.529
sla,N.34 Paya Terubong,-0.649,0.071,0.201,-0.784,-0.102,-0.493,0.051,0.252,0.072,-0.1,-0.286,0.007,-0.267,-0.174,0.106,0.108,0.025,-0.875,-0.057,0.025,0.207,0.0,0.0,-0.975,-0.536,-0.725,-0.588,-0.61
sla,N.35 Batu Uban,-0.715,-0.291,0.04,0.029,-0.74,-0.788,0.131,0.425,0.23,-0.187,-0.306,0.012,-0.293,-0.188,0.225,0.185,-0.034,-0.875,-0.172,0.07,0.226,0.0,0.0,-0.975,0.013,-0.469,-0.9,-0.594
sla,N.36 Pantai Jerejak,-0.706,-0.623,-0.711,0.05,-0.477,-0.815,0.128,0.165,-0.094,-0.142,-0.169,0.016,-0.19,0.009,0.172,0.237,0.053,-0.531,-0.364,0.053,0.114,0.0,0.0,0.016,0.094,-0.526,0.008,-0.269
sla,N.37 Batu Maung,-0.662,0.003,0.013,0.006,-0.586,-0.684,0.047,0.129,0.185,-0.097,-0.265,0.018,-0.248,-0.229,0.112,0.157,0.042,-0.832,-0.211,0.168,0.207,0.0,0.0,0.007,0.015,-0.48,-0.9,-0.317
sla,N.38 Bayan Lepas,-0.587,0.045,0.113,-0.736,-0.065,-0.45,0.008,0.093,0.045,-0.149,-0.222,0.019,-0.064,-0.337,0.175,0.179,-0.032,-0.803,-0.345,0.14,0.112,0.0,0.0,-0.975,-0.147,-0.413,-0.9,-0.518
sla,N.39 Pulau Betong,-0.56,0.1,0.123,-0.791,-0.114,-0.393,-0.061,0.017,0.032,-0.06,-0.206,0.022,0.003,-0.14,0.097,0.029,-0.164,-0.875,-0.192,-0.012,0.033,0.0,0.0,0.03,0.005,0.026,0.27,-0.333
sla,N.40 Telok Bahang,-0.468,0.108,0.113,0.014,0.11,-0.613,-0.574,0.003,0.05,-0.047,-0.228,0.018,-0.108,0.009,0.059,0.052,0.013,-0.574,0.056,0.006,0.065,0.0,0.0,-0.975,-0.002,0.025,0.09,0.022
sla,N.01 Pengkalan Hulu,0.028,0.227,0.133,-0.828,0.347,0.034,-0.759,-0.64,-0.051,-0.012,-0.086,0.045,0.095,-0.095,-0.147,-0.16,0.08,0.083,0.042,-0.009,-0.072,0.0,-0.03,-0.975,0.027,0.032,0.335,0.027
sla,N.02 Temengor,0.301,0.448,0.183,0.05,0.407,-0.614,0.027,-0.751,-0.012,-0.008,-0.121,0.045,0.129,-0.102,-0.015,-0.07,-0.124,-0.186,-0.038,-0.129,-0.1,0.0,0.0,0.022,0.016,0.005,0.115,0.015
sla,N.03 Kenering,0.103,0.367,0.132,0.02,0.378,0.028,-0.8,-0.729,-0.034,-0.006,-0.084,0.049,0.058,0.042,-0.147,-0.16,0.08,0.083,-0.268,-0.07,-0.066,0.0,-0.035,-0.975,0.01,0.041,0.473,-0.127
sla,N.04 Kota Tampan,0.012,0.246,0.147,0.027,0.336,-0.117,-0.737,-0.632,0.155,-0.09,-0.199,0.04,-0.009,0.207,-0.015,-0.07,-0.124,-0.186,0.126,-0.148,-0.07,0.0,-0.039,-0.975,0.061,0.127,0.556,0.05
sla,N.05 Selama,0.024,0.354,0.16,-0.983,0.327,-0.204,-0.766,-0.631,0.072,-0.066,-0.101,0.056,0.001,0.075,-0.107,0.026,0.029,0.028,0.126,0.064,-0.023,0.0,-0.016,0.04,-0.529,0.044,0.073,-0.157
sla,N.06 Kubu Gajah,0.023,0.294,0.148,-0.981,0.325,0.085,-0.784,-0.648,0.014,-0.05,-0.109,0.049,0.002,0.155,-0.224,-0.222,-0.161,0.056,0.147,0.022,-0.055,0.0,-0.016,-0.975,0.013,0.115,-0.9,-0.213
sla,N.07 Batu Kurau,0.002,0.256,0.139,-0.999,0.299,-0.117,-0.719,-0.379,0.046,-0.035,-0.129,0.047,0.041,0.07,0.091,0.057,-0.124,-0.244,0.091,-0.019,-0.061,0.0,-0.016,-0.975,0.011,0.001,-0.9,-0.026
sla,N.08 Titi Serong,-0.446,-0.667,-0.9,0.052,-0.628,-0.471,0.052,0.017,0.035,0.022,-0.128,0.047,-0.094,0.043,0.01,0.063,-0.048,0.02,0.119,-0.12,0.038,0.0,0.0,0.015,0.057,0.014,0.007,-0.146
sla,N.09 Kuala Kurau,-0.424,-0.675,-0.909,0.141,-0.73,-0.81,-0.441,0.008,-0.013,0.062,-0.102,0.048,-0.038,0.122,-0.026,-0.017,-0.179,0.023,0.084,-0.155,-0.027,0.0,0.0,-0.975,-0.139,0.018,0.233,-0.079
sla,N.10 Alor Pongsu,0.006,-0.562,-0.824,0.021,-0.164,0.126,-0.598,-0.345,-0.005,0.006,-0.097,0.05,0.004,0.008,0.028,-0.296,-0.074,-0.631,0.035,-0.148,0.0,0.0,0.0,-0.975,0.004,0.024,0.116,-0.292
sla,N.11 Gunong Semanggol,0.007,0.023,-0.741,0.097,-0.082,0.047,0.026,-0.418,0.058,0.05,-0.114,0.052,0.009,0.031,-0.003,-0.024,-0.145,-0.086,-0.287,-0.117,-0.014,0.0,0.0,-0.975,0.058,0.027,0.135,-0.121
sla,N.12 Selinsing,0.007,-0.438,-0.289,0.084,-0.045,0.06,0.021,-0.428,-0.004,0.038,-0.1,0.051,-0.066,0.068,-0.03,0.041,-0.082,-0.201,0.16,-0.068,0.008,0.0,0.0,-0.975,0.001,0.065,0.041,-0.172
sla,N.13 Kuala Sepetang,0.005,-0.237,-0.435,0.064,0.138,0.042,0.028,-0.15,-0.047,0.009,-0.059,0.053,-0.024,0.001,-0.133,-0.061,-0.145,0.103,0.049,0.134,0.022,0.0,0.0,-0.975,-0.078,0.005,-0.9,0.001
sla,N.14 Changkat Jering,-0.397,0.169,0.102,-0.956,0.182,-0.244,-0.149,0.014,0.06,-0.048,-0.115,0.051,0.033,0.056,-0.157,-0.046,-0.016,0.016,0.181,-0.005,-0.047,0.0,0.0,-0.975,-0.534,-0.319,-0.9,-0.314
sla,N.15 Trong,0.027,0.307,0.078,0.076,0.257,0.042,-0.772,-0.678,-0.087,-0.035,-0.062,0.049,-0.025,0.1,-0.155,-0.018,-0.15,0.136,0.251,-0.056,-0.025,0.0,-0.008,-0.975,0.024,0.114,-0.9,-0.401
sla,N.16 Kamunting,-0.551,0.25,0.19,-0.989,0.028,-0.558,0.002,0.029,0.023,-0.059,-0.102,0.053,-0.034,0.075,-0.006,0.052,0.009,-0.459,-0.383,0.014,-0.008,0.0,0.0,-0.975,0.019,-0.168,0.011,-0.469
sla,N.17 Pokok Assam,-0.534,0.23,0.139,-0.406,0.115,-0.548,0.001,0.023,-0.023,-0.035,-0.101,0.048,0.047,0.191,-0.011,0.027,0.038,0.026,0.181,0.078,-0.109,0.0,0.0,0.082,0.137,0.01,0.186,-0.285
sla,N.18 Aulong,-0.657,-0.183,-0.535,-0.369,-0.664,-0.607,0.06,0.103,0.013,-0.032,-0.114,0.049,0.065,0.146,0.026,0.022,-0.24,-0.344,0.091,-0.021,-0.109,0.0,0.0,0.031,-0.086,-0.127,-0.9,-0.365
sla,N.19 Chenderoh,0.003,0.271,0.157,0.033,0.268,0.039,-0.661,-0.519,0.07,-0.043,-0.117,0.051,0.085,0.114,-0.084,-0.208,-0.024,0.009,0.091,-0.181,-0.115,0.0,0.0,-0.975,0.022,0.065,-0.9,-0.037
sla,N.20 Lubok Merbau,0.001,0.314,0.168,-0.956,0.301,-0.283,-0.592,-0.424,0.117,-0.055,-0.124,0.054,0.064,0.084,0.048,0.106,0.168,-0.129,0.063,-0.094,-0.086,0.0,0.0,-0.975,0.004,0.041,-0.9,-0.204
sla,N.21 Lintang,0.094,0.417,0.135,-0.572,0.364,0.023,-0.778,-0.688,-0.023,-0.081,-0.216,0.023,0.012,0.051,-0.226,-0.257,-0.008,0.146,-0.192,-0.143,-0.027,0.0,0.0,0.018,-0.387,0.067,-0.9,-0.224
sla,N.22 Jalong,0.025,0.439,0.193,-0.924,0.348,-0.382,-0.721,-0.467,0.056,-0.09,-0.32,0.006,0.029,0.075,-0.17,-0.177,-0.013,0.096,0.251,-0.106,-0.049,0.0,0.0,-0.975,-0.044,-0.161,0.062,-0.061
sla,N.23 Manjoi,-0.243,0.184,0.129,-0.604,-0.145,-0.351,0.014,0.047,0.023,-0.057,-0.218,0.027,0.016,-0.123,0.043,0.047,0.034,-0.215,-0.096,-0.054,0.011,0.0,0.0,-0.305,-0.265,-0.395,0.019,-0.413
sla,N.24 Hulu Kinta,0.02,0.437,0.216,-0.236,0.218,-0.396,-0.497,0.001,-0.018,-0.046,-0.176,0.033,0.008,-0.084,0.02,0.004,-0.121,0.011,0.0,0.0,0.014,0.0,0.0,-0.117,-0.375,-0.399,0.096,-0.433
sla,N.25 Canning,-0.693,-0.291,-0.634,-0.995,-0.745,-0.764,0.037,0.145,-0.034,-0.137,-0.118,0.043,-0.245,0.358,-0.07,0.059,0.213,-0.531,-0.23,-0.007,-0.037,0.0,0.0,0.037,0.101,-0.226,-0.0,-0.29
sla,N.26 Tebing Tinggi,-0.662,-0.482,-0.784,0.066,-0.659,-0.547,0.116,0.111,0.001,-0.068,-0.192,0.031,0.066,0.013,0.016,-0.006,-0.055,-0.645,0.153,-0.014,-0.061,0.0,0.0,-0.975,0.004,-0.481,0.046,-0.223
sla,N.27 Pasir Pinji,-0.719,-0.469,-0.814,-0.822,-0.769,-0.798,0.05,0.179,0.03,-0.105,-0.171,0.038,0.055,0.425,0.006,0.067,0.029,-0.689,0.091,0.053,-0.191,0.0,0.0,0.093,0.086,0.008,0.122,-0.087
sla,N.28 Bercham,-0.688,-0.227,-0.783,-0.925,-0.707,-0.686,0.045,0.208,-0.016,-0.066,-0.143,0.04,-0.172,0.098,0.021,0.058,0.039,-0.43,0.035,-0.063,0.049,0.0,0.0,-0.975,0.007,-0.517,0.022,-0.214
sla,N.29 Kepayang,-0.697,-0.103,-0.395,-0.62,-0.584,-0.581,0.13,0.072,0.061,-0.089,-0.162,0.043,-0.12,0.139,-0.017,0.399,0.5,0.002,0.014,-0.11,0.0,0.0,-0.034,0.135,0.598,0.086,0.461,0.067
sla,N.30 Buntong,-0.715,-0.407,-0.001,-0.989,-0.752,-0.753,0.145,0.204,0.006,-0.049,-0.17,0.036,-0.078,0.152,-0.175,0.016,0.037,0.034,-0.057,0.067,-0.023,0.0,0.0,-0.975,-0.2,0.004,-0.9,-0.338
sla,N.31 Jelapang,-0.415,0.128,0.137,0.003,0.006,-0.529,-0.088,0.016,-0.016,-0.066,-0.149,0.039,-0.134,0.152,-0.083,-0.115,-0.005,0.0,0.084,-0.066,0.0,0.0,0.0,-0.975,0.005,-0.502,0.002,-0.34
sla,N.32 Menglembu,-0.662,-0.26,-0.308,0.048,-0.733,-0.629,0.077,0.09,-0.091,-0.099,-0.164,0.027,-0.146,0.136,-0.232,-0.225,-0.045,0.023,0.23,0.078,0.014,0.0,0.0,-0.975,0.036,-0.45,0.136,-0.055
